appearance_id,game_id,player_id,player_club_id,player_current_club_id,date,player_name,competition_id,yellow_cards,red_cards,goals,assists,minutes_played
2231978_38004,2231978,38004,853,235,2012-07-03,Aurélien Joachim,CLQ,0,0,2,0,90
2233748_79232,2233748,79232,8841,2698,2012-07-05,Ruslan Abyshov,ELQ,0,0,0,0,90
2234413_42792,2234413,42792,6251,465,2012-07-05,Sander Puri,ELQ,0,0,0,0,45
2234418_73333,2234418,73333,1274,6646,2012-07-05,Vegar Hedenstad,ELQ,0,0,0,0,90
2234421_122011,2234421,122011,195,3008,2012-07-05,Markus Henriksen,ELQ,0,0,0,1,90
2234421_146889,2234421,146889,195,2778,2012-07-05,Peter Ankersen,ELQ,1,0,0,0,90
2235539_28716,2235539,28716,282,7185,2012-07-05,Adi Adilovic,ELQ,0,0,0,0,90
2235539_69445,2235539,69445,282,19771,2012-07-05,Ivan Sesar,ELQ,1,0,0,1,90
2235545_19409,2235545,19409,317,200,2012-07-05,Willem Janssen,ELQ,0,0,0,0,45
2235545_30003,2235545,30003,317,317,2012-07-05,Wout Brama,ELQ,0,0,0,0,90
2235545_30667,2235545,30667,317,317,2012-07-05,Robbert Schilder,ELQ,0,0,2,1,90
2235545_34129,2235545,34129,317,1435,2012-07-05,Wesley Verhoek,ELQ,0,0,0,0,90
2235545_36139,2235545,36139,317,36,2012-07-05,Dušan Tadić,ELQ,0,0,1,0,45
2235545_4520,2235545,4520,317,317,2012-07-05,Peter Wisgerhof,ELQ,0,0,0,0,90
2235545_4582,2235545,4582,317,317,2012-07-05,Sander Boschker,ELQ,0,0,0,0,90
2235545_47740,2235545,47740,317,1426,2012-07-05,Nils Röseler,ELQ,0,0,0,0,90
2235545_59631,2235545,59631,317,6890,2012-07-05,Nacer Chadli,ELQ,0,0,0,3,45
2235545_60312,2235545,60312,317,1426,2012-07-05,Joshua John,ELQ,0,0,1,1,45
2235545_63342,2235545,63342,317,11282,2012-07-05,Leroy Fer,ELQ,0,0,0,0,26
2235545_63356,2235545,63356,317,1304,2012-07-05,Tim Breukers,ELQ,0,0,0,0,90
2235545_80073,2235545,80073,317,11282,2012-07-05,Glynor Plet,ELQ,0,0,2,1,90
2235545_84260,2235545,84260,317,403,2012-07-05,Nicky Kuiper,ELQ,0,0,0,0,64
2235769_75109,2235769,75109,11907,2227,2012-07-05,Célio Santos,ELQ,0,0,0,0,90
2235777_63496,2235777,63496,3811,4128,2012-07-05,Vladimirs Kamess,ELQ,0,0,0,0,75
2234404_14940,2234404,14940,660,367,2012-07-09,Razvan Rat,UKRS,0,0,0,0,90
2234404_14942,2234404,14942,660,1390,2012-07-09,Darijo Srna,UKRS,0,0,0,1,90
2234404_15033,2234404,15033,2783,2783,2012-07-09,Velizar Dimitrov,UKRS,0,0,0,0,81
2234404_24000,2234404,24000,2783,10690,2012-07-09,Vyacheslav Checher,UKRS,1,0,0,0,90
2234404_24633,2234404,24633,660,660,2012-07-09,Eduardo,UKRS,0,0,0,0,25
2234404_26267,2234404,26267,660,281,2012-07-09,Fernandinho,UKRS,0,0,0,1,90
2234404_27108,2234404,27108,2783,2783,2012-07-09,Konstantinos Makridis,UKRS,0,0,0,0,90
2234404_39996,2234404,39996,660,660,2012-07-09,Andriy Pyatov,UKRS,0,0,0,0,90
2234404_43308,2234404,43308,2783,2783,2012-07-09,Denys Golaydo,UKRS,0,0,0,0,90
2234404_44357,2234404,44357,660,2477,2012-07-09,Oleksandr Kucher,UKRS,1,0,0,0,90
2234404_45812,2234404,45812,2783,128,2012-07-09,Djordje Lazic,UKRS,0,0,0,0,66
2234404_48974,2234404,48974,660,589,2012-07-09,Luiz Adriano,UKRS,0,0,1,0,65
2234404_51232,2234404,51232,2783,589,2012-07-09,Danilo,UKRS,0,0,0,0,45
2234404_52937,2234404,52937,660,660,2012-07-09,Ilsinho,UKRS,0,0,0,0,25
2234404_55734,2234404,55734,2783,3999,2012-07-09,Gevorg Ghazaryan,UKRS,0,0,0,0,90
2234404_55735,2234404,55735,660,46,2012-07-09,Henrikh Mkhitaryan,UKRS,0,0,0,0,90
2234404_59148,2234404,59148,2783,2727,2012-07-09,Oleksandr Volovyk,UKRS,2,0,0,0,85
2234404_59389,2234404,59389,2783,6992,2012-07-09,Mykola Morozyuk,UKRS,0,0,0,0,90
2234404_59411,2234404,59411,660,1083,2012-07-09,Marko Devic,UKRS,1,0,0,0,13
2234404_59970,2234404,59970,660,48332,2012-07-09,Taras Stepanenko,UKRS,1,0,0,0,90
2234404_60324,2234404,60324,2783,2783,2012-07-09,Gregory Nelson,UKRS,0,0,0,0,90
2234404_66515,2234404,66515,660,3385,2012-07-09,Alex Teixeira,UKRS,0,0,0,0,77
2234404_73769,2234404,73769,2783,2783,2012-07-09,Zé Soares,UKRS,0,0,0,0,45
2234404_74843,2234404,74843,2783,2783,2012-07-09,Vitaliy Ivanko,UKRS,0,0,0,0,9
2234404_75615,2234404,75615,660,506,2012-07-09,Douglas Costa,UKRS,0,0,1,0,65
2234404_85969,2234404,85969,2783,61825,2012-07-09,Oleksandr Bandura,UKRS,0,0,0,0,90
2234404_87893,2234404,87893,2783,2477,2012-07-09,Vasyl Pryima,UKRS,0,0,0,0,24
2234404_89222,2234404,89222,660,6992,2012-07-09,Yaroslav Rakitskyi,UKRS,1,0,0,0,90
2231980_38004,2231980,38004,853,235,2012-07-10,Aurélien Joachim,CLQ,0,0,2,0,62
2233750_79232,2233750,79232,8841,2698,2012-07-10,Ruslan Abyshov,ELQ,0,0,1,0,90
2235544_158810,2235544,158810,1101,1053,2012-07-10,Oscar Hiljemark,ELQ,0,0,1,0,65
3434798_268055,3434798,268055,3834,1083,2012-07-11,Maksim Lepskiy,RUP,0,0,1,0,87
3434803_271384,3434803,271384,37022,2703,2012-07-11,Igor Khaymanov,RUP,2,0,0,0,42
3434803_72496,3434803,72496,37022,3725,2012-07-11,Roland Gigolaev,RUP,1,0,1,0,100
2234422_73333,2234422,73333,1274,6646,2012-07-12,Vegar Hedenstad,ELQ,1,0,0,0,90
2235540_28716,2235540,28716,282,7185,2012-07-12,Adi Adilovic,ELQ,0,0,0,0,90
2235540_69445,2235540,69445,282,19771,2012-07-12,Ivan Sesar,ELQ,0,0,0,1,90
2235546_125102,2235546,125102,317,317,2012-07-12,Mirco Born,ELQ,0,0,0,0,45
2235546_182381,2235546,182381,317,232,2012-07-12,Quincy Promes,ELQ,0,0,0,0,90
2235546_19409,2235546,19409,317,200,2012-07-12,Willem Janssen,ELQ,0,0,1,0,90
2235546_232499,2235546,232499,317,1304,2012-07-12,Coen Gortemaker,ELQ,0,0,0,0,19
2235546_232500,2235546,232500,317,317,2012-07-12,Tim Hölscher,ELQ,0,0,0,0,28
2235546_30003,2235546,30003,317,317,2012-07-12,Wout Brama,ELQ,0,0,0,1,62
2235546_34129,2235546,34129,317,1435,2012-07-12,Wesley Verhoek,ELQ,0,0,0,2,90
2235546_4520,2235546,4520,317,317,2012-07-12,Peter Wisgerhof,ELQ,0,0,1,0,71
2235546_4582,2235546,4582,317,317,2012-07-12,Sander Boschker,ELQ,0,0,0,0,90
2235546_47740,2235546,47740,317,1426,2012-07-12,Nils Röseler,ELQ,0,0,0,0,90
2235546_60312,2235546,60312,317,1426,2012-07-12,Joshua John,ELQ,0,0,0,0,90
2235546_63356,2235546,63356,317,1304,2012-07-12,Tim Breukers,ELQ,1,0,0,0,90
2235546_80073,2235546,80073,317,11282,2012-07-12,Glynor Plet,ELQ,0,0,1,0,45
2235546_84260,2235546,84260,317,403,2012-07-12,Nicky Kuiper,ELQ,0,0,0,0,90
2235791_63496,2235791,63496,3811,4128,2012-07-12,Vladimirs Kamess,ELQ,0,0,1,1,79
2235799_75109,2235799,75109,11907,2227,2012-07-12,Célio Santos,ELQ,0,0,0,0,90
2236654_122011,2236654,122011,195,3008,2012-07-12,Markus Henriksen,ELQ,0,0,0,0,45
2236654_146889,2236654,146889,195,2778,2012-07-12,Peter Ankersen,ELQ,0,0,1,0,90
2222962_104351,2222962,104351,4482,4482,2012-07-13,Ramon Lopes,UKR1,1,0,1,0,90
2222962_12064,2222962,12064,4482,4482,2012-07-13,Igor Skoba,UKR1,0,0,0,0,90
2222962_120996,2222962,120996,2477,2477,2012-07-13,Volodymyr Gudyma,UKR1,0,0,0,0,45
2222962_135172,2222962,135172,2477,2477,2012-07-13,Igor Ozarkiv,UKR1,1,0,0,0,90
2222962_24976,2222962,24976,4482,4482,2012-07-13,Vance Sikov,UKR1,0,0,0,0,90
2222962_26303,2222962,26303,2477,2477,2012-07-13,Martin Bogatinov,UKR1,0,0,0,0,90
2222962_35259,2222962,35259,4482,4482,2012-07-13,Valentin Iliev,UKR1,0,0,0,0,90
2222962_36235,2222962,36235,4482,3714,2012-07-13,Petar Zanev,UKR1,0,0,0,0,90
2222962_36934,2222962,36934,2477,2477,2012-07-13,Ivan Milosevic,UKR1,1,0,0,0,90
2222962_43495,2222962,43495,4482,4482,2012-07-13,Sergiy Pylypchuk,UKR1,1,0,0,0,79
2222962_44662,2222962,44662,4482,2990,2012-07-13,Schumacher,UKR1,0,0,0,0,85
2222962_46504,2222962,46504,4482,11127,2012-07-13,Eric Bicfalvi,UKR1,0,0,0,1,90
2222962_53270,2222962,53270,2477,6992,2012-07-13,Oleksandr Gladkyi,UKR1,0,0,0,0,17
2222962_57888,2222962,57888,2477,23611,2012-07-13,Pavlo Ksyonz,UKR1,0,0,0,0,87
2222962_58016,2222962,58016,2477,55686,2012-07-13,Oleg Golodyuk,UKR1,0,0,0,0,90
2222962_58042,2222962,58042,2477,2477,2012-07-13,Igor Khudobyak,UKR1,0,0,0,1,45
2222962_58051,2222962,58051,2477,61825,2012-07-13,Mykhaylo Kopolovets,UKR1,0,0,0,0,3
2222962_58150,2222962,58150,2477,55686,2012-07-13,Andriy Tkachuk,UKR1,1,0,0,0,90
2222962_58252,2222962,58252,4482,18105,2012-07-13,Sergiy Siminin,UKR1,0,0,0,0,90
2222962_58425,2222962,58425,2477,16247,2012-07-13,Igor Oshchypko,UKR1,0,0,0,0,90
2222962_58976,2222962,58976,4482,6994,2012-07-13,Maksim Startsev,UKR1,0,0,0,0,90
2222962_65297,2222962,65297,4482,4482,2012-07-13,Danijel Subotic,UKR1,1,0,0,0,90
2222962_73185,2222962,73185,2477,383,2012-07-13,Lucas Pérez,UKR1,1,0,1,0,90
2222962_91563,2222962,91563,4482,4482,2012-07-13,Aleksey Babyr,UKR1,0,0,0,0,11
2222962_94926,2222962,94926,2477,3691,2012-07-13,Oleksandr Kasyan,UKR1,0,0,0,0,73
2222962_97335,2222962,97335,2477,157,2012-07-13,Igor Plastun,UKR1,0,0,0,0,90
2222962_97859,2222962,97859,4482,16245,2012-07-13,Evgeniy Pavlov,UKR1,0,0,0,0,5
2224728_102132,2224728,102132,1053,1053,2012-07-13,Nicklas Helenius,DK1,0,0,0,0,90
2224728_102134,2224728,102134,1053,1177,2012-07-13,Kasper Kusk,DK1,0,0,0,0,90
2224728_119169,2224728,119169,678,86,2012-07-13,Aron Jóhannsson,DK1,0,0,0,0,90
2224728_1197,2224728,1197,678,678,2012-07-13,Peter Graulund,DK1,1,0,0,0,64
2224728_129092,2224728,129092,1053,1053,2012-07-13,Rasmus Thelander,DK1,0,0,0,0,2
2224728_148344,2224728,148344,1053,1053,2012-07-13,Lucas Andersen,DK1,0,0,0,0,74
2224728_14971,2224728,14971,678,678,2012-07-13,Hjalte Bo Nörregaard,DK1,0,0,0,0,16
2224728_15118,2224728,15118,1053,1053,2012-07-13,Thomas Augustinussen,DK1,0,0,0,1,90
2224728_15135,2224728,15135,1053,1053,2012-07-13,Rasmus Würtz,DK1,0,0,0,0,88
2224728_15386,2224728,15386,678,20100,2012-07-13,Sören Berg,DK1,0,0,0,0,54
2224728_22887,2224728,22887,678,20100,2012-07-13,Anders Kure,DK1,0,0,0,0,90
2224728_22917,2224728,22917,1053,173,2012-07-13,Kenneth Emil Petersen,DK1,1,0,0,0,90
2224728_22923,2224728,22923,678,678,2012-07-13,Steffen Rasmussen,DK1,0,0,0,0,90
2224728_23160,2224728,23160,678,1177,2012-07-13,Stephan Petersen,DK1,0,0,0,0,74
2224728_23201,2224728,23201,1053,20100,2012-07-13,Anders Due,DK1,0,0,0,0,90
2224728_26774,2224728,26774,678,678,2012-07-13,Atle Roar Haland,DK1,0,0,0,0,90
2224728_27612,2224728,27612,1053,1063,2012-07-13,Jeppe Curth,DK1,0,0,1,0,16
2224728_30699,2224728,30699,678,678,2012-07-13,Arthur Sorin,DK1,0,0,0,0,90
2224728_37222,2224728,37222,1053,1053,2012-07-13,Patrick Kristensen,DK1,0,0,0,0,26
2224728_48803,2224728,48803,1053,1053,2012-07-13,Jakob Ahlmann,DK1,1,0,0,0,64
2224728_5892,2224728,5892,678,678,2012-07-13,Martin Jörgensen,DK1,0,0,1,0,90
2224728_68948,2224728,68948,678,22110,2012-07-13,Osama Akharraz,DK1,0,0,0,0,36
2224728_70554,2224728,70554,1053,5818,2012-07-13,Nicholas Gotfredsen,DK1,0,0,0,0,90
2224728_77655,2224728,77655,678,678,2012-07-13,Davit Devdariani,DK1,0,0,0,1,26
2224728_89208,2224728,89208,678,987,2012-07-13,Casper Sloth,DK1,0,0,0,0,90
2224728_92248,2224728,92248,1053,1177,2012-07-13,Nicolai Larsen,DK1,0,0,0,0,90
2224728_93315,2224728,93315,1053,678,2012-07-13,Henrik Dalsgaard,DK1,0,0,0,0,90
2224728_96331,2224728,96331,678,173,2012-07-13,Mikkel Kirkeskov,DK1,0,0,0,0,90
2222958_103950,2222958,103950,6993,11127,2012-07-14,Roman Emeljanov,UKR1,0,0,0,0,67
2222958_137939,2222958,137939,6993,16704,2012-07-14,Tornike Okriashvili,UKR1,0,0,0,0,90
2222958_20137,2222958,20137,6414,36,2012-07-14,José Sosa,UKR1,0,0,1,1,90
2222958_211314,2222958,211314,6414,6414,2012-07-14,Denys Barvinko,UKR1,0,0,0,0,90
2222958_24026,2222958,24026,6993,16247,2012-07-14,Kostyantyn Kravchenko,UKR1,0,0,0,0,23
2222958_25618,2222958,25618,6414,16247,2012-07-14,Sergiy Pshenychnykh,UKR1,0,0,0,0,90
2222958_27378,2222958,27378,6414,6414,2012-07-14,Cleiton Xavier,UKR1,0,0,0,0,90
2222958_30694,2222958,30694,6414,6414,2012-07-14,Juan Manuel Torres,UKR1,0,0,0,0,90
2222958_30803,2222958,30803,6414,6414,2012-07-14,Cristian Villagra,UKR1,1,0,0,0,90
2222958_42631,2222958,42631,6414,6414,2012-07-14,Oleksandr Goryainov,UKR1,0,0,0,0,90
2222958_43288,2222958,43288,6993,2740,2012-07-14,Oleksandr Chyzhov,UKR1,1,0,0,0,90
2222958_43359,2222958,43359,6414,2740,2012-07-14,Pavlo Rebenok,UKR1,0,0,1,0,22
2222958_53299,2222958,53299,6993,2477,2012-07-14,Kostyantyn Yaroshenko,UKR1,0,0,0,0,86
2222958_53477,2222958,53477,6414,1025,2012-07-14,Jonathan Cristaldo,UKR1,0,0,0,0,2
2222958_53523,2222958,53523,6414,6414,2012-07-14,Marco Torsiglieri,UKR1,0,0,0,0,90
2222958_54576,2222958,54576,6414,984,2012-07-14,Sebastián Blanco,UKR1,0,0,0,0,12
2222958_55115,2222958,55115,6993,18303,2012-07-14,David Targamadze,UKR1,0,0,0,0,45
2222958_58035,2222958,58035,6993,26459,2012-07-14,Mykola Ishchenko,UKR1,1,0,0,0,90
2222958_58043,2222958,58043,6993,6993,2012-07-14,Rustam Khudzhamov,UKR1,0,0,0,0,90
2222958_58403,2222958,58403,6993,61825,2012-07-14,Denys Kozhanov,UKR1,0,0,0,0,90
2222958_58413,2222958,58413,6414,48332,2012-07-14,Volodymyr Lysenko,UKR1,0,0,0,0,68
2222958_58440,2222958,58440,6993,6993,2012-07-14,Sergiy Shevchuk,UKR1,0,0,0,0,90
2222958_68778,2222958,68778,6414,660,2012-07-14,Marlos,UKR1,0,0,0,1,78
2222958_76028,2222958,76028,6414,1091,2012-07-14,Taison,UKR1,1,0,0,0,88
2222958_89556,2222958,89556,6993,3690,2012-07-14,Vitaliy Fedotov,UKR1,0,0,0,0,45
2222958_92635,2222958,92635,6993,6993,2012-07-14,Oleksandr Mandzyuk,UKR1,0,0,0,0,4
2222958_94922,2222958,94922,6993,18303,2012-07-14,Bogdan Butko,UKR1,0,0,0,0,90
2222958_94931,2222958,94931,6993,6993,2012-07-14,Vitaliy Vitsenets,UKR1,1,0,0,0,90
2222960_112953,2222960,112953,6992,6992,2012-07-14,Dmytro Bezotosnyi,UKR1,0,0,0,0,90
2222960_121218,2222960,121218,6996,6996,2012-07-14,Yevgen Yeliseev,UKR1,0,0,0,0,90
2222960_134609,2222960,134609,6996,6996,2012-07-14,Mykola Gibalyuk,UKR1,0,0,0,0,90
2222960_1716,2222960,1716,6996,6996,2012-07-14,David Odonkor,UKR1,0,0,0,1,27
2222960_17206,2222960,17206,6996,6996,2012-07-14,Aleksandar Trisovic,UKR1,0,0,0,0,14
2222960_22378,2222960,22378,6992,1091,2012-07-14,Léo Matos,UKR1,1,0,2,0,88
2222960_25891,2222960,25891,6992,6992,2012-07-14,Anatoliy Didenko,UKR1,0,0,0,0,31
2222960_27172,2222960,27172,6992,6996,2012-07-14,Pavlo Kutas,UKR1,0,0,0,0,90
2222960_34771,2222960,34771,6996,6996,2012-07-14,Oleksandr Kosyrin,UKR1,0,0,0,0,38
2222960_35435,2222960,35435,6992,6996,2012-07-14,Lucian Burdujan,UKR1,1,0,0,0,59
2222960_35908,2222960,35908,6996,6996,2012-07-14,Mirko Raicevic,UKR1,1,0,0,0,90
2222960_4678,2222960,4678,6992,7179,2012-07-14,Markus Berger,UKR1,0,0,0,0,90
2222960_58514,2222960,58514,6992,6992,2012-07-14,Elis Bakaj,UKR1,0,0,0,0,81
2222960_58606,2222960,58606,6992,6992,2012-07-14,Sergiy Politylo,UKR1,0,0,0,1,90
2222960_62515,2222960,62515,6992,6992,2012-07-14,Ivan Bobko,UKR1,0,0,0,0,2
2222960_64711,2222960,64711,6992,11127,2012-07-14,Pablo Fontanello,UKR1,0,0,0,0,90
2222960_65542,2222960,65542,6992,1085,2012-07-14,Tiago Terroso,UKR1,0,0,0,0,9
2222960_69913,2222960,69913,6992,3691,2012-07-14,Kyrylo Kovalchuk,UKR1,0,0,0,0,90
2222960_71725,2222960,71725,6996,6996,2012-07-14,Oleksandr Nad,UKR1,0,0,0,0,90
2222960_72899,2222960,72899,6996,6996,2012-07-14,Oleksandr Sytnyk,UKR1,0,0,0,0,63
2222960_8480,2222960,8480,6992,6992,2012-07-14,Sito Riera,UKR1,1,0,0,0,90
2222960_85964,2222960,85964,6992,6992,2012-07-14,Anderson Mineiro,UKR1,0,0,0,1,90
2222960_85973,2222960,85973,6996,6996,2012-07-14,Andriy Grynchenko,UKR1,1,0,0,0,90
2222960_91377,2222960,91377,6996,6996,2012-07-14,Dmytro Trukhin,UKR1,0,0,1,0,90
2222960_91450,2222960,91450,6996,4128,2012-07-14,Oleg Mishchenko,UKR1,0,0,1,0,52
2222960_93976,2222960,93976,6996,6996,2012-07-14,Stanislav Pechenkin,UKR1,0,0,0,0,76
2222960_95239,2222960,95239,6996,6996,2012-07-14,Pavlo Shchedrakov,UKR1,1,0,0,0,90
2222960_96455,2222960,96455,6996,601,2012-07-14,Yevgen Makarenko,UKR1,0,0,0,0,90
2222961_104331,2222961,104331,338,2700,2012-07-14,Lukman Haruna,UKR1,1,0,0,0,45
2222961_114937,2222961,114937,338,338,2012-07-14,Dudu,UKR1,0,0,0,0,45
2222961_15033,2222961,15033,2783,2783,2012-07-14,Velizar Dimitrov,UKR1,0,0,0,0,85
2222961_16746,2222961,16746,338,124,2012-07-14,Niko Kranjcar,UKR1,0,0,0,0,69
2222961_18445,2222961,18445,338,338,2012-07-14,Betão,UKR1,0,0,0,0,90
2222961_24000,2222961,24000,2783,10690,2012-07-14,Vyacheslav Checher,UKR1,1,0,0,0,90
2222961_27108,2222961,27108,2783,2783,2012-07-14,Konstantinos Makridis,UKR1,0,0,0,0,90
2222961_27954,2222961,27954,338,338,2012-07-14,Ognjen Vukojevic,UKR1,1,0,0,0,90
2222961_43308,2222961,43308,2783,2783,2012-07-14,Denys Golaydo,UKR1,0,0,0,0,90
2222961_45196,2222961,45196,338,932,2012-07-14,Taras Mykhalyk,UKR1,0,0,0,0,90
2222961_45812,2222961,45812,2783,128,2012-07-14,Djordje Lazic,UKR1,0,0,0,0,90
2222961_48740,2222961,48740,338,14171,2012-07-14,Milos Ninkovic,UKR1,0,0,0,0,21
2222961_51232,2222961,51232,2783,589,2012-07-14,Danilo,UKR1,1,0,0,0,72
2222961_55734,2222961,55734,2783,3999,2012-07-14,Gevorg Ghazaryan,UKR1,0,0,0,0,90
2222961_59045,2222961,59045,2783,2783,2012-07-14,Pavlo Gryshchenko,UKR1,0,0,0,0,5
2222961_59389,2222961,59389,2783,6992,2012-07-14,Mykola Morozyuk,UKR1,0,0,0,0,90
2222961_60324,2222961,60324,2783,2783,2012-07-14,Gregory Nelson,UKR1,0,0,0,0,31
2222961_61952,2222961,61952,338,338,2012-07-14,Danilo Silva,UKR1,0,0,0,0,90
2222961_64308,2222961,64308,338,1467,2012-07-14,Brown Ideye,UKR1,0,0,1,0,90
2222961_69004,2222961,69004,338,6992,2012-07-14,Yevgen Khacheridi,UKR1,0,0,0,0,90
2222961_69015,2222961,69015,338,338,2012-07-14,Andriy Yarmolenko,UKR1,0,0,0,1,90
2222961_70754,2222961,70754,338,55686,2012-07-14,Denys Garmash,UKR1,0,0,0,0,45
2222961_73769,2222961,73769,2783,2783,2012-07-14,Zé Soares,UKR1,0,0,0,0,59
2222961_74843,2222961,74843,2783,2783,2012-07-14,Vitaliy Ivanko,UKR1,0,0,0,0,18
2222961_85969,2222961,85969,2783,61825,2012-07-14,Oleksandr Bandura,UKR1,0,0,0,0,90
2222961_87893,2222961,87893,2783,2477,2012-07-14,Vasyl Pryima,UKR1,0,0,0,0,90
2222961_91931,2222961,91931,338,53646,2012-07-14,Denys Boyko,UKR1,0,0,0,0,90
2222961_9794,2222961,9794,338,338,2012-07-14,Oleg Gusev,UKR1,0,0,0,0,45
2222963_105362,2222963,105362,6994,39722,2012-07-14,Adolphe Teikeu,UKR1,1,0,0,0,90
2222963_105534,2222963,105534,6994,6994,2012-07-14,Artur Kaskov,UKR1,0,0,0,0,67
2222963_124182,2222963,124182,6994,968,2012-07-14,Sergiy Sydorchuk,UKR1,1,0,0,0,90
2222963_14927,2222963,14927,6994,6994,2012-07-14,Oleksiy Belik,UKR1,0,0,0,0,90
2222963_206717,2222963,206717,6994,667,2012-07-14,Eduard Sobol,UKR1,0,0,0,0,90
2222963_24010,2222963,24010,10690,10690,2012-07-14,Oleksandr Grytsay,UKR1,1,0,0,0,90
2222963_24670,2222963,24670,10690,10690,2012-07-14,Nikola Ignjatijevic,UKR1,0,0,0,0,45
2222963_37303,2222963,37303,10690,10690,2012-07-14,Zeljko Ljubenovic,UKR1,0,0,0,0,90
2222963_43276,2222963,43276,6994,6994,2012-07-14,Junior,UKR1,0,0,0,0,90
2222963_43393,2222963,43393,10690,10690,2012-07-14,Grygoriy Yarmash,UKR1,0,0,0,0,78
2222963_47375,2222963,47375,10690,6414,2012-07-14,Ivan Rodic,UKR1,0,0,0,1,35
2222963_49022,2222963,49022,6994,6994,2012-07-14,Vitaliy Rudenko,UKR1,0,0,0,0,90
2222963_58238,2222963,58238,10690,10690,2012-07-14,Mykyta Kamenyuka,UKR1,1,0,0,0,90
2222963_59249,2222963,59249,6994,6992,2012-07-14,Ivan Matyazh,UKR1,0,0,0,0,61
2222963_59266,2222963,59266,10690,10690,2012-07-14,Ilya Galyuza,UKR1,1,0,1,0,90
2222963_59269,2222963,59269,10690,10690,2012-07-14,Lucky Idahor,UKR1,0,0,1,0,90
2222963_59277,2222963,59277,10690,10690,2012-07-14,Dmytro Kozachenko,UKR1,0,0,0,0,90
2222963_59964,2222963,59964,6994,6994,2012-07-14,Yevgen Pisotskyi,UKR1,0,0,0,0,90
2222963_59973,2222963,59973,10690,3592,2012-07-14,Vitaliy Vernydub,UKR1,0,0,0,0,90
2222963_60790,2222963,60790,10690,121,2012-07-14,Toni Sunjic,UKR1,0,0,0,0,90
2222963_82608,2222963,82608,10690,10690,2012-07-14,Pavlo Khudzik,UKR1,0,0,0,0,45
2222963_85430,2222963,85430,10690,9007,2012-07-14,Jaba Lipartia,UKR1,0,0,0,0,55
2222963_86931,2222963,86931,6994,3592,2012-07-14,Yevgen Opanasenko,UKR1,0,0,0,0,90
2222963_87097,2222963,87097,6994,6993,2012-07-14,Sergiy Rudyka,UKR1,1,0,0,0,90
2222963_87864,2222963,87864,6994,6994,2012-07-14,Mohamed Achraf Khalfaoui,UKR1,1,0,0,0,29
2222963_90768,2222963,90768,10690,23611,2012-07-14,Yaroslav Oliynyk,UKR1,1,0,0,0,12
2222963_91259,2222963,91259,6994,6994,2012-07-14,Yuri Shturko,UKR1,0,0,0,0,23
2224732_100980,2224732,100980,5724,5724,2012-07-14,Mads Fenger,DK1,1,0,0,0,45
2224732_103428,2224732,103428,5817,173,2012-07-14,Bjørn Paulsen,DK1,0,0,0,0,27
